Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,ZIP
908cd0f4-2714-494d-be73-c57f331234e9,1963-04-14,,999-66-4936,S99993343,X79739516X,Mr.,Wilfredo622,Yundt842,,,M,white,swedish,M,Boston  Massachusetts  US,984 Gulgowski Key Suite 81,Methuen Town,Massachusetts,01841
628385b9-9f4d-46d0-9b95-880737f78d58,1950-08-26,2010-03-21,999-24-2562,S99947621,X51470355X,Mr.,Alphonse92,Rippin620,,,S,white,irish,M,Upton  Massachusetts  US,173 Kautzer Run,Ludlow,Massachusetts,01056
498c8337-4dcf-463e-8756-bf28faae11a6,1978-11-12,,999-93-5318,S99949450,X52994661X,Mr.,Long300,Hettinger594,,,S,hispanic,puerto_rican,M,Franklin Town  Massachusetts  US,162 Koepp Key Unit 29,Douglas,Massachusetts,01516
8c0840f8-164e-4c42-ba54-5b01f5b55774,1963-10-09,,999-65-2048,S99997646,X47695294X,Mr.,Chas63,Jones311,,,M,white,french,M,Lawrence  Massachusetts  US,126 Mraz Stravenue,Waltham,Massachusetts,02451
aa53ffe2-91a9-4b35-beeb-4e43286fa214,1983-04-08,,999-86-7572,S99920070,X61203310X,Mrs.,Claudia969,Henríquez109,,Nevárez403,M,hispanic,mexican,F,La Paz  Baja California  MX,768 Torp Heights Apt 98,Boston,Massachusetts,02108
bbbe9a77-a6e7-4305-97c6-8807b6fa1c4f,1934-01-01,1995-01-23,999-85-3106,S99950992,X69526055X,Mrs.,Leah288,Johnston597,,Gusikowski974,M,white,italian,F,Norfolk  Massachusetts  US,942 Haag Corner Suite 93,Hudson,Massachusetts,01749
e6a039e1-d8a7-4447-939f-bc54607b4e99,1937-03-22,,999-61-6486,S99992294,X73122959X,Mrs.,Marianela210,Towne435,,Baumbach677,M,white,swedish,F,Tewksbury  Massachusetts  US,444 Beer Plaza Suite 46,Concord,Massachusetts,01742
ae2c1bb5-c2ce-4b83-91ad-12ed21a0ecf8,1993-09-05,,999-75-9694,S99995771,X8632189X,Ms.,Gabriela205,Colón139,,,,black,dominican,F,Roseau  Saint George  DM,369 Ritchie Dale,Lawrence,Massachusetts,01840
0852336d-f9c2-4eae-8462-b64cba36c6fe,1997-06-06,,999-64-1357,S99995940,X65063215X,Mr.,Guy979,Haley279,,,,white,english,M,West Springfield Town  Massachusetts  US,295 Keebler Forge,Westport,Massachusetts,02790
3f6f45a2-b1ae-4b6d-b967-516fa1c425ea,1950-08-26,,999-30-9933,S99942851,X83030920X,Mr.,Clair921,Bradtke547,,,M,white,irish,M,Methuen Town  Massachusetts  US,262 Parisian Station,Ludlow,Massachusetts,01056
e6ac50eb-e10b-40c2-a3bf-97aeb1affa7d,2010-03-15,,999-35-1061,,,,Nikole56,Gibson10,,,,asian,chinese,F,Chongqing  Chongqing Municipality  CN,577 Davis Mews,Westwood,Massachusetts,02090
6e7e0bc1-e6d5-4643-99c0-ebb375515ccd,2010-01-30,,999-20-4488,,,,Porsche32,Medhurst46,,,,hispanic,puerto_rican,F,Braintree Town  Massachusetts  US,253 Spinka Passage,Holland,Massachusetts,01521
a23621ee-4e42-49b7-b659-fb14947322da,2017-10-06,,999-96-7613,,,,Victor265,Halvorson124,,,,white,english,M,Medford  Massachusetts  US,565 Zemlak Dam,Haverhill,Massachusetts,01830
afca620d-6396-4307-87d1-d0df42c7c791,1981-02-15,,999-73-3789,S99933683,X70834464X,Mr.,Arturo47,VonRueden376,,,M,white,french_canadian,M,Grafton  Massachusetts  US,794 Mertz Avenue Unit 98,Gloucester,Massachusetts,01930
75c9a26c-6f76-4289-aef6-6441b56b388a,1976-01-18,,999-16-5945,S99921015,X33855740X,Mr.,Antonio44,Barreto785,,,M,black,dominican,M,Marigot  Saint Andrew Parish  DM,647 Schimmel Track,Methuen Town,Massachusetts,01841
ed9e19f0-6a90-4976-85cc-ee5452395760,1984-04-07,,999-42-4263,S99992966,X33170884X,Mr.,Fabian647,Sauer652,,,M,white,english,M,Barre  Massachusetts  US,347 Crooks Spur Apt 20,Fall River,Massachusetts,02720
6499bd73-814f-4de2-9256-93bfce4fb90a,2005-06-27,,999-58-7589,,,,Alden634,Predovic534,,,,white,polish,M,Salem  Massachusetts  US,696 Runolfsdottir Haven Apt 63,Malden,Massachusetts,02148
2d3f492a-f32f-485e-b40a-7c3072a24162,1963-04-19,,999-99-9308,S99998049,X60563815X,Mrs.,Denae137,Hamill307,,Parker433,M,white,irish,F,Revere  Massachusetts  US,674 Padberg Fort Unit 6,Springfield,Massachusetts,01013
b1de0750-5c24-4450-b938-1e9556ff3fc4,1934-01-01,,999-16-3806,S99987809,X79946061X,Mrs.,Luna60,Champlin946,,Mills423,M,white,italian,F,Boston  Massachusetts  US,943 Casper Trafficway Unit 45,Hudson,Massachusetts,01749
f6daa303-adb7-4032-8964-941adfc23cb3,2012-04-21,,999-59-6166,,,,Ángela136,Paz9,,,,hispanic,puerto_rican,F,San Juan  Puerto Rico  PR,889 Herman Parade Unit 19,Saugus,Massachusetts,01906
9b5257a4-0662-470d-8ba5-779675ce7697,1955-12-24,,999-88-8589,S99995222,X10237067X,Mr.,Louis204,Jakubowski832,,,M,white,scottish,M,Boston  Massachusetts  US,718 Torp Port,Melrose,Massachusetts,02176
e63221d6-62f3-4d01-8aeb-6f9eb94fc947,1955-02-06,,999-28-1870,S99931730,X29903951X,Mr.,Dusty207,Feil794,,,S,native,american_indian,M,Worcester  Massachusetts  US,752 Jast Rapid Unit 56,Gardner,Massachusetts,01440
4732d7f4-d3e2-43cc-a74e-00f5b4c55ec8,1996-03-23,,999-99-6353,S99986867,X12150098X,Mr.,Ashley34,Greenholt190,,,,white,french_canadian,M,Shirley  Massachusetts  US,684 Lueilwitz Vale,Hamilton,Massachusetts,01936
5582ecba-8134-4ab9-9029-ce0064369694,1959-02-08,2014-10-02,999-95-4581,S99991376,X58842905X,Mrs.,Robbie31,Zieme486,,Hintz995,M,white,german,F,Natick  Massachusetts  US,1038 Wisozk Trail Suite 39,Springfield,Massachusetts,01013
6b7aeb8b-3921-40f8-9426-e3c362bf9998,1970-03-23,,999-73-1833,S99933918,X66870940X,Mrs.,Alisa860,Kuhic920,,Harber290,M,white,italian,F,Sharon  Massachusetts  US,884 Schmidt Crossroad Suite 11,Waltham,Massachusetts,02451
788e5b67-ec01-4015-85e0-bce30e33dbab,2002-02-02,,999-42-4109,S99959054,,,Margene509,Ortiz186,,,,white,french_canadian,F,Cambridge  Massachusetts  US,507 Lind Gateway,Newton,Massachusetts,02458
35a4d76e-0658-470d-849e-a5a96002360e,2016-12-10,,999-23-6672,,,,Johnathan55,Moen819,,,,white,american,M,Lowell  Massachusetts  US,141 Wisozk Parade Suite 38,Acton,Massachusetts,01720
d9ffd4cd-fe62-4890-9e6d-3e60487fa704,1960-05-01,,999-50-2218,S99976463,X66426646X,Mr.,Millard193,DuBuque211,,,M,white,polish,M,Cambridge  Massachusetts  US,440 Mueller Park,Carlisle,Massachusetts,01741
aa031499-dc79-407e-b76b-7535af82430e,1958-07-15,,999-45-2125,S99918861,X79856033X,Mr.,Wiley422,Larson43,,,M,white,german,M,Carlisle  Massachusetts  US,188 Konopelski Pathway Apt 42,Amherst,Massachusetts,01002
51760805-d9fe-4d8f-9c72-7f9f5be271e9,1989-10-09,,999-55-9866,S99913952,X81507352X,Mr.,Ryan260,Kemmer137,,,M,white,irish,M,Boston  Massachusetts  US,940 Rippin Parade Apt 4,Boston,Massachusetts,02108
afce40bf-9ab3-4bea-a474-c1d54724a66a,1988-07-18,,999-55-7195,S99943727,X32497867X,Mrs.,Theda286,Blick895,,Kessler503,M,white,irish,F,Worcester  Massachusetts  US,817 Heidenreich Manor,Grafton,Massachusetts,01519
54c92c1d-4c04-477e-a223-53c2118fd061,1979-12-14,,999-89-9287,S99947413,X52329954X,Mrs.,Jone716,Aufderhar910,,Bauch723,M,white,italian,F,Franklin Town  Massachusetts  US,834 Hoeger Spur,Lawrence,Massachusetts,01840
e28f1c53-a141-4d4e-9f5e-e08e4ecc63ef,1945-03-15,,999-66-8710,S99918481,X84378420X,Mr.,Dannie881,Volkman526,,,S,white,irish,M,Cambridge  Massachusetts  US,990 Russel Club Unit 24,Wilbraham,Massachusetts,01095
16949c68-5c13-4a07-9b39-af674e5a1114,1970-11-29,,999-89-5799,S99965290,X66305357X,Mrs.,Hellen346,McDermott739,,Stokes453,M,white,irish,F,Falmouth  Massachusetts  US,981 Metz Landing Suite 33,Amherst,Massachusetts,01002
f784b930-c345-4191-989e-1646cb79d29c,1956-11-27,,999-14-1836,S99963277,X37918817X,Mrs.,Monserrate4,VonRueden376,,Kessler503,M,black,west_indian,F,Havana  Havana  CU,329 Jacobs Branch,Boston,Massachusetts,02108
a509b8bf-17c0-4efe-ad0f-2adab1ec2943,1959-02-08,,999-71-9835,S99910028,X8984135X,Mrs.,Wendi133,West559,,Armstrong51,M,white,german,F,Dalton  Massachusetts  US,142 Heaney Meadow,Springfield,Massachusetts,01013
fe230594-8b99-464a-88b2-416447acc82b,1996-03-08,,999-79-7249,S99973049,X3429211X,Mr.,Bobbie849,Schuppe920,,,,white,irish,M,Leominster  Massachusetts  US,1035 Dibbert Heights Suite 88,Everett,Massachusetts,02148
ae1b76a9-3115-40b1-a65b-e4d3ad2bf5c6,1996-12-23,,999-82-6401,S99934674,X58947097X,Mr.,Malcolm243,Vandervort697,,,,white,italian,M,Ludlow  Massachusetts  US,1094 Kub Overpass Unit 97,Fitchburg,Massachusetts,01420
54028028-57bb-43f0-8909-6abd50e98628,1964-08-04,,999-39-3389,S99979149,X56987059X,Mrs.,Yasmine182,Rodriguez71,,Sipes176,M,white,english,F,Lowell  Massachusetts  US,630 Hettinger Vale,Lynn,Massachusetts,01901
